,Slot of Booking (Hour of the Day),90_days_repeat,Days_between_booking_service,Source_B,Source_C,Source_D
26678,15,0,5,0,1,0
26679,14,0,2,0,0,0
26680,14,0,3,0,0,0
26681,19,0,0,0,0,1
26682,17,1,2,0,1,0
26683,14,1,4,0,1,0
26684,13,1,5,0,0,1
26685,14,0,3,0,0,1
26686,18,0,4,0,1,0
26687,14,0,3,0,1,0
26688,19,0,0,0,0,1
26689,11,0,5,0,1,0
26690,13,1,2,0,1,0
26691,13,1,5,0,1,0
26692,15,1,5,0,1,0
26693,10,0,4,0,1,0
26694,14,0,4,0,1,0
26695,14,0,2,0,1,0
26696,17,0,4,1,0,0
26697,13,0,2,0,0,1
26698,13,0,0,0,0,1
26699,14,0,3,1,0,0
26700,14,0,1,0,0,1
26701,17,0,1,0,0,1
26702,14,0,2,1,0,0
26703,14,1,4,1,0,0
26704,11,1,1,0,1,0
26705,14,1,1,0,0,1
26706,16,1,2,0,1,0
26707,13,0,4,0,1,0
26708,12,0,1,0,1,0
26709,8,0,4,0,1,0
26710,14,0,3,0,0,0
26711,15,0,4,1,0,0
26712,13,0,5,1,0,0
26713,17,0,1,0,0,1
26714,13,0,0,0,1,0
26715,19,0,0,0,1,0
26716,14,0,5,0,1,0
26717,19,0,1,0,1,0
26718,11,0,2,0,0,1
26719,18,1,5,0,1,0
26720,11,1,3,0,1,0
26721,18,0,0,1,0,0
26722,14,1,2,1,0,0
26723,16,1,3,1,0,0
26724,14,1,4,1,0,0
26725,10,1,3,0,0,1
26726,14,1,2,1,0,0
26727,8,1,3,0,1,0
26728,13,1,0,0,1,0
26729,14,1,3,0,0,1
26730,13,1,3,0,0,1
26731,14,1,5,0,0,0
26732,14,1,4,0,1,0
26733,10,1,2,1,0,0
26734,12,0,1,0,1,0
26735,14,0,1,0,0,1
26736,13,0,3,0,0,0
26737,6,0,5,1,0,0
26738,13,0,2,0,0,0
26739,10,0,0,0,0,1
26740,14,0,4,0,0,0
26741,15,0,2,0,1,0
26742,14,0,4,1,0,0
26743,14,1,3,0,1,0
26744,6,1,2,0,1,0
26745,14,0,1,0,0,0
26746,7,0,4,0,1,0
26747,14,0,0,0,0,1
26748,14,0,0,0,1,0
26749,14,0,0,1,0,0
26750,13,0,0,1,0,0
26751,14,0,2,1,0,0
26752,14,0,2,1,0,0
26753,14,0,3,0,0,1
26754,13,0,0,0,0,1
26755,13,1,4,0,1,0
26756,18,1,2,0,0,1
26757,14,1,5,0,0,0
26758,13,1,4,0,0,1
26759,14,1,3,0,0,0
26760,7,0,4,0,1,0
26761,14,0,0,0,0,1
26762,14,0,5,0,0,0
26763,14,0,5,0,0,1
26764,14,0,0,0,0,1
26765,16,0,2,1,0,0
26766,13,0,4,0,1,0
26767,7,0,5,0,1,0
26768,16,0,0,0,0,0
26769,19,0,3,0,1,0
26770,11,0,4,0,1,0
26771,11,0,5,0,1,0
26772,12,0,3,1,0,0
26773,13,0,4,1,0,0
26774,13,0,0,0,1,0
26775,13,0,5,0,1,0
26776,13,0,4,0,0,1
26777,9,1,1,0,1,0
26778,14,1,4,1,0,0
26779,14,1,2,1,0,0
26780,14,0,2,0,1,0
26781,9,0,1,1,0,0
26782,16,0,4,0,0,1
26783,16,0,1,0,1,0
26784,14,0,1,0,1,0
26785,6,0,1,0,0,0
26786,11,0,1,0,0,0
26787,14,0,4,0,1,0
26788,14,0,2,0,1,0
26789,13,0,2,0,1,0
26790,14,0,4,1,0,0
26791,18,0,0,1,0,0
26792,8,1,5,0,0,1
26793,14,1,5,0,0,1
26794,15,1,3,0,0,1
26795,15,1,1,1,0,0
26796,14,1,0,0,0,1
26797,13,0,4,0,1,0
26798,14,0,3,1,0,0
26799,8,0,0,0,0,0
26800,13,0,0,0,1,0
26801,9,0,0,0,1,0
26802,17,0,2,1,0,0
26803,12,0,3,0,0,0
26804,13,0,1,0,0,1
26805,13,1,4,0,1,0
26806,13,1,2,1,0,0
26807,14,1,2,0,0,0
26808,17,1,5,1,0,0
26809,14,0,1,0,1,0
26810,14,0,4,0,0,1
26811,16,0,3,1,0,0
26812,13,0,2,0,0,1
26813,15,0,5,0,0,0
26814,8,0,4,0,1,0
26815,17,1,1,0,0,0
26816,14,1,0,0,1,0
26817,14,1,4,1,0,0
26818,14,1,0,0,0,0
26819,11,1,1,0,1,0
26820,14,1,4,0,1,0
26821,6,1,2,0,0,0
26822,19,1,0,1,0,0
26823,11,1,5,1,0,0
26824,10,0,4,0,1,0
26825,19,0,5,0,0,0
26826,14,0,4,1,0,0
26827,13,0,1,0,0,1
26828,18,0,3,0,1,0
26829,6,0,4,0,1,0
26830,17,0,0,1,0,0
26831,13,0,5,0,1,0
26832,13,1,3,0,0,1
26833,8,1,0,0,1,0
26834,13,1,3,0,0,0
26835,8,1,3,1,0,0
26836,14,1,5,1,0,0
26837,15,1,1,1,0,0
26838,16,1,1,0,1,0
26839,15,1,5,0,0,1
26840,16,0,0,0,1,0
26841,14,0,1,1,0,0
26842,14,0,1,0,0,0
26843,13,0,0,0,0,1
26844,13,0,1,1,0,0
26845,14,0,4,1,0,0
26846,12,0,4,0,0,1
26847,16,0,1,0,0,1
26848,14,0,3,0,0,0
26849,14,0,2,0,1,0
26850,14,0,1,1,0,0
26851,14,0,3,0,1,0
26852,14,0,3,0,1,0
26853,14,0,0,0,0,1
26854,14,0,1,0,0,1
26855,13,0,4,0,1,0
26856,13,0,5,0,0,1
26857,15,0,5,0,1,0
26858,14,0,2,0,0,0
26859,14,0,0,0,0,1
26860,14,0,1,0,1,0
26861,14,0,5,0,1,0
26862,13,0,0,0,0,1
26863,13,1,3,0,0,1
26864,19,1,3,1,0,0
26865,19,0,4,0,0,0
26866,14,0,3,0,1,0
26867,7,0,5,0,1,0
26868,13,0,2,0,0,0
26869,12,0,2,0,1,0
26870,15,0,1,0,1,0
26871,14,0,2,0,0,1
26872,17,0,0,0,0,1
26873,18,0,1,0,1,0
26874,15,0,1,0,0,1
26875,10,0,4,1,0,0
26876,14,0,3,0,0,0
26877,18,0,0,1,0,0
26878,13,1,0,0,0,1
26879,13,1,4,0,0,0
26880,11,1,5,0,0,1
26881,19,1,5,0,1,0
26882,10,1,4,0,0,0
26883,15,1,0,0,0,0
26884,7,1,1,0,1,0
26885,14,1,3,0,0,0
26886,10,0,5,0,1,0
26887,14,0,4,0,1,0
26888,17,0,1,0,0,1
26889,13,0,3,0,0,1
26890,14,0,4,0,1,0
26891,14,0,0,0,1,0
26892,14,0,0,0,0,1
26893,10,0,5,0,0,1
26894,14,1,5,0,1,0
26895,8,1,1,0,0,1
26896,17,1,2,1,0,0
26897,14,1,2,0,0,1
26898,19,1,0,0,0,1
26899,7,1,4,1,0,0
26900,17,1,3,1,0,0
26901,9,1,0,0,1,0
26902,14,1,4,0,0,1
26903,13,1,1,0,1,0
26904,16,1,0,0,0,0
26905,19,1,5,0,0,1
26906,14,1,0,0,0,0
26907,15,1,0,0,0,1
26908,14,1,2,0,0,1
26909,8,1,5,1,0,0
26910,19,1,1,0,1,0
26911,6,0,2,0,1,0
26912,11,0,4,0,0,1
26913,13,0,3,0,0,1
26914,14,0,5,0,0,1
26915,7,0,2,0,1,0
26916,7,0,0,0,0,1
26917,17,0,1,0,1,0
26918,13,0,4,0,0,1
26919,18,0,3,0,0,0
26920,7,0,0,0,1,0
26921,14,0,5,0,0,0
26922,19,0,5,0,1,0
26923,8,1,3,0,1,0
26924,13,1,1,0,0,0
26925,14,1,3,0,0,1
26926,13,1,2,1,0,0
26927,17,1,1,1,0,0
26928,17,1,4,0,1,0
26929,14,1,5,0,1,0
26930,10,1,1,1,0,0
26931,14,1,3,0,1,0
26932,14,1,2,0,0,1
26933,13,1,1,1,0,0
26934,16,1,3,0,1,0
26935,13,1,0,0,0,0
26936,9,0,4,0,0,0
26937,14,0,1,0,0,1
26938,14,0,1,0,0,0
26939,18,0,1,0,1,0
26940,10,0,3,1,0,0
26941,14,0,1,0,1,0
26942,14,0,1,1,0,0
26943,13,0,4,0,1,0
26944,14,0,5,0,0,1
26945,13,0,4,0,0,0
26946,13,0,2,0,0,1
26947,19,0,1,1,0,0
26948,16,0,3,0,0,1
26949,10,0,1,0,0,1
26950,9,0,2,1,0,0
26951,15,0,3,0,1,0
26952,15,0,3,1,0,0
26953,16,1,4,0,0,1
26954,14,1,0,0,0,0
26955,13,1,4,0,0,1
26956,14,0,5,0,1,0
26957,8,0,3,0,0,1
26958,14,0,3,1,0,0
26959,18,0,3,0,1,0
26960,14,1,0,0,0,0
26961,19,1,3,0,0,1
26962,14,1,2,1,0,0
26963,12,0,2,0,0,1
26964,19,0,0,0,0,1
26965,12,0,1,0,0,1
26966,13,1,2,1,0,0
26967,9,1,3,1,0,0
26968,14,0,2,0,1,0
26969,11,1,3,0,0,0
26970,16,1,3,0,0,1
26971,14,0,3,0,0,0
26972,14,0,5,1,0,0
26973,14,0,5,0,0,0
26974,19,0,1,1,0,0
26975,14,0,2,0,1,0
26976,15,0,5,0,1,0
26977,14,0,4,0,0,0
26978,19,0,1,0,0,0
26979,19,0,0,0,1,0
26980,11,0,1,0,0,1
26981,13,0,1,1,0,0
26982,14,0,4,0,0,0
26983,14,0,0,0,1,0
26984,12,0,4,1,0,0
26985,14,0,2,1,0,0
26986,15,0,3,0,1,0
26987,14,0,0,0,0,0
26988,14,0,2,0,1,0
26989,14,0,5,0,1,0
26990,10,0,5,0,0,1
26991,14,0,3,0,0,1
26992,7,0,2,0,1,0
26993,14,1,1,0,0,1
26994,14,1,2,0,0,0
26995,11,0,2,0,1,0
26996,8,0,2,0,0,1
26997,13,0,1,0,0,1
26998,14,0,2,0,0,0
26999,7,0,0,0,1,0
27000,14,0,1,0,0,0
27001,13,0,0,1,0,0
27002,18,0,2,0,0,1
27003,8,0,2,0,0,0
27004,15,0,0,1,0,0
27005,10,0,1,1,0,0
27006,9,0,4,0,1,0
27007,6,0,1,1,0,0
27008,12,1,3,0,0,0
27009,12,1,2,0,0,0
27010,14,1,3,0,0,1
27011,19,1,1,0,1,0
27012,14,1,2,0,0,0
27013,17,0,3,1,0,0
27014,14,0,4,0,0,1
27015,14,0,4,0,1,0
27016,15,0,3,0,0,1
27017,13,0,3,0,1,0
27018,14,0,5,1,0,0
27019,18,0,3,1,0,0
27020,14,1,0,0,0,0
27021,13,1,1,0,0,1
27022,7,1,3,0,0,1
27023,10,0,1,0,0,1
27024,16,0,4,0,1,0
27025,16,0,4,1,0,0
27026,13,0,0,0,0,1
27027,9,0,4,0,1,0
27028,13,0,0,0,0,0
27029,12,0,3,0,1,0
27030,18,0,4,1,0,0
27031,9,0,2,0,1,0
27032,17,0,1,0,0,0
27033,16,0,5,0,0,0
27034,16,0,3,0,1,0
27035,14,0,1,1,0,0
27036,14,1,3,0,0,0
27037,7,1,3,0,0,0
27038,19,1,3,1,0,0
27039,14,1,5,0,0,0
27040,14,0,2,0,1,0
27041,14,0,0,0,1,0
27042,14,0,3,0,1,0
27043,13,0,5,0,1,0
27044,13,0,2,1,0,0
27045,14,0,4,0,0,1
27046,19,0,0,1,0,0
27047,12,0,2,0,0,1
27048,14,0,4,0,1,0
27049,14,0,3,1,0,0
27050,16,0,2,0,0,1
27051,14,0,2,0,0,0
27052,6,0,3,0,1,0
27053,17,1,4,0,1,0
27054,13,1,3,1,0,0
27055,19,1,3,0,1,0
27056,12,1,1,0,1,0
27057,12,1,5,0,1,0
27058,14,0,5,0,1,0
27059,13,0,4,1,0,0
27060,14,0,0,0,0,1
27061,11,0,4,0,0,1
27062,14,0,5,0,0,0
27063,7,0,1,0,0,0
27064,19,0,4,0,0,1
27065,14,0,4,0,0,0
27066,14,0,4,0,0,1
27067,14,0,5,1,0,0
27068,12,0,4,0,1,0
27069,10,0,2,0,0,0
27070,14,1,4,0,0,0
27071,19,1,0,0,1,0
27072,17,0,0,1,0,0
27073,9,0,5,0,0,1
27074,14,0,1,0,1,0
27075,8,1,3,0,1,0
27076,14,1,3,1,0,0
27077,12,1,2,0,1,0
27078,14,1,5,0,0,0
27079,14,1,3,0,1,0
27080,16,1,5,0,0,0
27081,19,0,4,1,0,0
27082,14,1,5,0,0,0
27083,11,1,3,0,0,1
27084,14,1,3,0,1,0
27085,14,0,3,0,0,0
27086,15,0,2,0,0,1
27087,16,0,2,0,1,0
27088,14,0,3,0,1,0
27089,14,0,2,0,0,1
27090,13,0,4,1,0,0
27091,14,0,2,0,1,0
27092,14,0,2,1,0,0
27093,12,0,4,0,0,0
27094,8,0,4,1,0,0
27095,7,0,5,0,1,0
27096,12,1,4,0,0,0
27097,13,1,0,0,1,0
27098,8,0,2,0,1,0
27099,14,0,2,1,0,0
27100,14,0,3,0,0,1
27101,14,0,0,0,0,1
27102,15,0,1,0,0,0
27103,14,0,3,1,0,0
27104,14,0,1,0,1,0
27105,19,0,0,1,0,0
27106,14,0,4,0,0,0
27107,14,0,0,0,1,0
27108,14,0,5,0,1,0
27109,14,0,4,1,0,0
27110,14,0,3,0,1,0
27111,6,0,2,0,0,1
27112,13,0,4,0,0,0
27113,17,1,1,0,1,0
27114,17,1,2,0,0,1
27115,14,0,5,0,0,1
27116,14,0,0,0,0,0
27117,13,0,1,0,1,0
27118,6,0,4,0,0,1
27119,14,1,4,1,0,0
27120,8,1,4,0,1,0
27121,11,1,0,1,0,0
27122,12,1,3,0,1,0
27123,11,1,3,0,0,1
27124,17,1,1,1,0,0
27125,11,1,3,0,0,1
27126,14,0,1,0,1,0
27127,14,0,5,0,0,1
27128,8,0,2,0,0,1
27129,14,0,5,0,0,1
27130,6,1,3,0,0,0
27131,14,1,5,0,1,0
27132,12,1,4,0,0,1
27133,17,1,2,0,0,1
27134,13,1,4,0,0,0
27135,16,1,4,0,0,1
27136,12,1,1,0,1,0
27137,14,1,1,0,0,0
27138,14,1,4,0,0,1
27139,18,1,0,0,1,0
27140,18,1,1,0,1,0
27141,14,1,2,0,0,1
27142,18,1,5,1,0,0
27143,15,1,3,0,1,0
27144,8,1,5,0,0,0
27145,15,1,0,1,0,0
27146,12,1,1,1,0,0
27147,13,1,0,1,0,0
27148,9,1,0,0,0,1
27149,14,1,0,0,1,0
27150,13,1,3,0,0,1
27151,14,1,1,0,0,0
27152,14,1,0,0,0,1
27153,8,1,3,1,0,0
27154,14,1,4,0,0,0
27155,6,1,2,0,1,0
27156,14,0,1,1,0,0
27157,13,0,3,1,0,0
27158,14,0,5,0,0,1
27159,14,0,4,0,1,0
27160,13,0,2,0,1,0
27161,14,0,2,0,1,0
27162,14,0,1,1,0,0
27163,7,0,2,0,1,0
27164,19,0,4,1,0,0
27165,9,0,4,0,0,1
27166,19,0,3,0,0,0
27167,9,0,4,1,0,0
27168,19,0,3,1,0,0
27169,19,0,3,0,1,0
27170,13,0,3,0,0,1
27171,14,0,2,0,1,0
27172,14,0,1,0,0,1
27173,6,0,4,0,1,0
27174,14,0,5,1,0,0
27175,12,0,1,0,0,1
27176,12,0,5,1,0,0
27177,19,0,2,0,1,0
27178,14,1,3,0,1,0
27179,14,1,0,0,1,0
27180,14,1,2,0,0,0
27181,17,1,4,1,0,0
27182,16,1,2,1,0,0
27183,15,0,0,0,1,0
27184,13,0,1,0,0,1
27185,13,0,5,0,0,1
27186,14,0,4,0,1,0
27187,11,0,2,0,0,1
27188,15,0,3,0,1,0
27189,14,0,5,0,1,0
27190,17,1,1,0,1,0
27191,14,1,1,0,1,0
27192,14,1,4,1,0,0
27193,9,1,3,1,0,0
27194,19,0,0,0,1,0
27195,8,0,3,0,1,0
27196,14,0,5,0,0,1
27197,14,1,5,1,0,0
27198,12,1,3,0,1,0
27199,12,1,5,0,1,0
27200,11,1,2,0,0,1
27201,9,0,4,1,0,0
27202,15,0,3,0,1,0
27203,14,0,3,0,0,1
27204,6,1,0,1,0,0
27205,14,1,5,0,0,1
27206,18,1,2,0,0,1
27207,13,1,5,0,0,0
27208,19,1,1,0,1,0
27209,13,1,0,0,1,0
27210,15,0,4,0,1,0
27211,14,0,1,0,1,0
27212,7,0,0,0,0,1
27213,14,0,3,0,0,1
27214,13,0,4,1,0,0
27215,14,0,2,1,0,0
27216,14,0,3,0,0,1
27217,8,0,4,0,1,0
27218,10,0,3,1,0,0
27219,14,0,5,0,1,0
27220,14,0,2,1,0,0
27221,13,0,3,1,0,0
27222,14,1,1,1,0,0
27223,14,1,1,0,0,1
27224,14,0,3,0,0,1
27225,18,0,0,0,1,0
27226,13,0,4,0,0,1
27227,14,0,5,0,0,1
27228,13,0,0,1,0,0
27229,11,0,1,0,1,0
27230,16,0,0,0,0,0
27231,14,0,0,0,1,0
27232,14,1,5,0,0,1
27233,14,1,2,0,0,1
27234,13,1,3,1,0,0
27235,14,1,5,1,0,0
27236,12,1,1,0,0,0
27237,10,1,3,0,0,1
27238,14,1,1,0,1,0
27239,10,0,0,1,0,0
27240,10,0,1,0,0,0
27241,14,0,0,1,0,0
27242,14,0,2,0,1,0
27243,15,0,2,0,0,0
27244,15,1,4,0,1,0
27245,17,1,5,0,0,1
27246,11,1,3,0,0,1
27247,11,0,4,1,0,0
27248,14,1,3,0,0,1
27249,14,1,1,0,0,0
27250,6,0,0,0,1,0
27251,14,0,0,0,1,0
27252,14,0,2,0,1,0
27253,13,0,0,0,1,0
27254,14,0,2,0,1,0
27255,13,0,1,0,1,0
27256,16,1,1,1,0,0
27257,7,1,1,0,0,1
27258,13,1,1,0,0,1
27259,18,0,3,0,1,0
27260,8,1,1,1,0,0
27261,14,1,2,0,0,0
27262,18,1,1,1,0,0
27263,14,0,0,1,0,0
27264,14,0,5,0,0,1
27265,18,0,4,0,0,1
27266,13,1,1,0,1,0
27267,14,1,5,0,0,1
27268,8,0,5,0,0,1
27269,19,0,0,0,0,1
27270,7,0,3,0,1,0
27271,9,0,3,0,1,0
27272,14,0,5,1,0,0
27273,13,0,2,0,0,1
27274,6,0,3,1,0,0
27275,16,0,3,1,0,0
27276,14,0,3,0,1,0
27277,14,0,5,0,1,0
27278,9,0,4,1,0,0
27279,9,0,1,0,1,0
27280,14,0,0,0,0,0
27281,14,0,4,1,0,0
27282,14,0,4,0,0,0
27283,16,0,1,0,0,0
27284,8,1,3,0,0,0
27285,8,1,1,0,0,0
27286,18,1,5,1,0,0
27287,15,1,4,1,0,0
27288,7,1,2,1,0,0
27289,18,1,0,0,1,0
27290,14,1,3,0,0,0
27291,6,1,0,0,1,0
27292,13,1,3,0,1,0
27293,6,1,5,0,1,0
27294,18,1,4,0,0,1
27295,13,0,3,0,0,0
27296,13,0,0,0,0,1
27297,14,0,1,0,0,1
27298,17,0,1,0,0,1
27299,6,0,4,1,0,0
27300,14,1,0,1,0,0
27301,13,1,4,0,0,0
27302,14,1,2,0,1,0
27303,13,1,4,0,0,1
27304,14,0,5,0,0,1
27305,14,0,1,0,1,0
27306,6,1,3,1,0,0
27307,15,1,2,0,0,1
27308,15,1,1,0,1,0
27309,14,1,1,0,0,1
27310,16,0,4,0,1,0
27311,10,0,0,0,1,0
27312,11,0,4,0,0,1
27313,11,0,1,0,1,0
27314,6,0,5,0,0,0
27315,9,0,3,1,0,0
27316,9,1,5,0,0,1
27317,17,1,1,1,0,0
27318,14,1,0,0,0,1
27319,14,1,4,1,0,0
27320,13,1,1,1,0,0
27321,8,1,2,0,0,0
27322,6,1,0,0,0,1
27323,19,1,0,1,0,0
27324,14,0,0,0,0,1
27325,9,0,2,0,1,0
27326,16,0,4,0,1,0
27327,9,0,0,0,0,1
27328,7,0,3,0,1,0
27329,9,0,0,1,0,0
27330,10,0,3,0,1,0
27331,14,0,2,0,1,0
27332,18,0,5,0,1,0
27333,17,0,4,0,1,0
27334,11,0,5,0,0,0
27335,19,0,2,0,0,1
27336,6,0,5,0,0,1
27337,14,0,2,1,0,0
27338,15,0,1,1,0,0
27339,17,0,3,0,0,0
27340,9,0,0,0,0,1
27341,14,1,2,0,0,0
27342,18,1,4,1,0,0
27343,17,1,1,0,1,0
27344,14,1,3,0,0,0
27345,14,1,0,0,0,1
27346,14,1,0,0,1,0
27347,12,1,0,0,1,0
27348,14,1,3,0,0,0
27349,14,1,0,0,0,1
27350,11,1,3,0,0,0
27351,12,1,5,1,0,0
27352,9,1,2,0,0,1
27353,15,1,4,0,1,0
27354,12,1,1,0,1,0
27355,14,1,1,0,0,1
27356,14,1,1,1,0,0
27357,14,1,1,0,1,0
27358,14,1,0,0,0,1
27359,13,1,0,0,1,0
27360,18,0,3,0,0,1
27361,11,0,2,0,0,1
27362,11,0,3,0,1,0
27363,14,0,4,0,1,0
27364,13,0,2,0,1,0
27365,11,0,1,0,0,0
27366,18,0,2,0,1,0
27367,15,0,2,0,0,1
27368,9,0,4,0,0,1
27369,14,0,5,0,0,1
27370,13,0,1,0,0,0
27371,13,0,4,0,0,0
27372,8,0,3,0,1,0
27373,6,0,1,0,1,0
27374,15,0,4,0,0,0
27375,18,0,2,0,0,1
27376,13,0,5,0,1,0
27377,15,0,3,1,0,0
27378,18,0,0,0,1,0
27379,8,1,5,0,0,1
27380,19,1,2,0,1,0
27381,15,1,3,0,0,0
27382,9,1,4,0,0,0
27383,17,1,4,0,1,0
27384,14,1,5,0,1,0
27385,13,0,4,0,1,0
27386,6,0,0,0,1,0
27387,13,0,4,0,0,0
27388,13,0,5,0,0,0
27389,9,0,0,1,0,0
27390,19,0,0,0,0,1
27391,13,0,2,0,0,1
27392,14,0,1,0,1,0
27393,14,0,0,0,0,1
27394,14,0,5,1,0,0
27395,14,0,5,0,0,0
27396,17,0,5,0,1,0
27397,16,0,2,0,1,0
27398,13,0,0,0,0,0
27399,7,0,3,0,0,1
27400,14,0,2,0,1,0
27401,14,0,0,0,1,0
27402,13,0,3,0,0,0
27403,12,1,5,0,0,1
27404,13,1,2,0,0,1
27405,14,1,1,0,0,1
27406,17,1,4,0,1,0
27407,15,0,5,0,1,0
27408,14,1,4,0,0,0
27409,18,1,0,1,0,0
27410,17,1,5,0,0,1
27411,10,1,0,0,0,1
27412,13,1,0,1,0,0
27413,14,1,3,0,0,0
27414,19,1,4,0,1,0
27415,15,1,4,0,1,0
27416,14,1,1,1,0,0
27417,14,1,1,0,1,0
27418,13,1,5,0,1,0
27419,14,0,2,0,0,1
27420,19,0,5,0,0,1
27421,14,0,2,1,0,0
27422,6,0,4,0,1,0
27423,14,0,4,1,0,0
27424,14,0,0,0,0,1
27425,14,0,4,0,1,0
27426,19,0,0,0,1,0
27427,12,0,0,0,0,0
27428,7,0,4,0,1,0
27429,13,0,5,0,0,1
27430,14,0,2,0,0,1
27431,12,0,5,0,1,0
27432,14,0,3,0,1,0
27433,10,1,3,0,0,1
27434,13,1,3,0,0,0
27435,11,1,1,0,0,1
27436,13,1,1,0,0,0
27437,9,1,0,1,0,0
27438,14,1,2,0,0,0
27439,14,1,4,0,1,0
27440,11,1,3,0,1,0
27441,14,0,5,0,0,1
27442,14,0,2,0,1,0
27443,10,0,1,0,1,0
27444,10,0,1,1,0,0
27445,12,0,3,0,0,0
27446,7,1,2,0,1,0
27447,14,1,0,0,0,1
27448,15,0,4,0,1,0
27449,19,0,1,0,0,1
27450,14,0,1,0,1,0
27451,13,0,1,0,1,0
27452,14,0,1,0,1,0
27453,14,0,5,0,0,0
27454,19,0,3,0,0,1
27455,17,0,0,0,0,1
27456,7,0,5,0,1,0
27457,14,0,4,0,1,0
27458,14,0,5,0,0,0
27459,14,0,4,0,0,0
27460,14,0,3,0,1,0
27461,14,0,5,0,1,0
27462,10,0,5,0,1,0
27463,14,0,1,1,0,0
27464,14,1,4,0,0,1
27465,11,1,0,1,0,0
27466,11,1,5,0,1,0
27467,12,1,5,0,0,0
27468,6,1,0,0,0,1
27469,17,1,1,1,0,0
27470,11,1,0,0,0,0
27471,14,0,4,0,0,0
27472,17,0,5,0,0,1
27473,14,0,5,1,0,0
27474,10,1,5,1,0,0
27475,7,1,5,0,1,0
27476,14,1,4,0,0,1
27477,14,1,0,0,0,0
27478,8,1,2,1,0,0
27479,12,1,4,0,0,0
27480,14,1,4,0,1,0
27481,9,1,3,0,1,0
27482,17,1,1,1,0,0
27483,13,1,5,0,0,1
27484,7,1,2,0,0,0
27485,14,1,1,1,0,0
27486,14,0,1,0,1,0
27487,10,0,0,0,1,0
27488,19,0,4,0,1,0
27489,14,0,5,1,0,0
27490,9,0,5,0,0,0
27491,18,1,4,0,1,0
27492,13,1,5,0,1,0
27493,17,0,3,0,1,0
27494,14,0,5,0,0,1
27495,18,0,0,0,0,0
27496,14,0,5,1,0,0
27497,15,0,2,1,0,0
27498,14,0,4,0,1,0
27499,17,1,1,0,1,0
27500,15,1,3,0,0,1
27501,14,0,3,0,0,0
27502,13,0,3,0,0,1
27503,14,0,3,0,0,1
27504,13,0,4,1,0,0
27505,12,0,1,0,0,1
27506,14,0,3,0,0,1
27507,8,0,3,1,0,0
27508,14,0,3,0,0,1
27509,8,0,4,0,1,0
27510,12,0,5,0,0,0
27511,11,0,2,0,1,0
27512,19,0,3,0,0,0
27513,11,0,4,0,0,0
27514,14,0,1,1,0,0
27515,13,0,1,0,1,0
27516,15,0,2,0,1,0
27517,13,0,1,0,0,0
27518,16,0,2,0,0,1
27519,11,1,4,0,1,0
27520,14,1,3,0,0,1
27521,13,1,5,0,1,0
27522,11,0,4,0,1,0
27523,14,1,0,0,1,0
27524,13,1,1,0,0,0
27525,14,1,3,0,0,1
27526,13,1,2,0,0,0
27527,14,1,3,0,0,1
27528,10,1,0,0,0,0
27529,13,0,3,0,0,1
27530,14,0,0,0,0,1
27531,13,0,3,0,0,0
27532,13,0,2,1,0,0
27533,14,1,2,0,0,0
27534,19,1,4,0,1,0
27535,13,1,2,0,1,0
27536,12,1,0,0,1,0
27537,14,1,4,0,0,1
27538,17,0,3,0,0,0
27539,14,0,4,0,1,0
27540,14,1,0,0,0,1
27541,14,1,1,0,1,0
27542,14,1,2,1,0,0
27543,15,0,4,0,1,0
27544,10,0,4,0,0,1
27545,18,0,3,0,1,0
27546,19,0,0,0,1,0
27547,9,0,1,0,0,0
27548,11,0,4,0,1,0
27549,10,0,2,0,1,0
27550,16,0,4,0,0,0
27551,18,1,2,0,1,0
27552,6,1,1,0,0,1
27553,14,1,0,0,1,0
27554,13,1,4,0,0,1
27555,17,1,2,0,0,0
27556,14,1,0,1,0,0
27557,11,1,3,1,0,0
27558,14,1,1,1,0,0
27559,12,1,4,0,1,0
27560,18,1,1,1,0,0
27561,19,1,5,1,0,0
27562,14,0,0,0,1,0
27563,14,0,3,1,0,0
27564,14,0,3,0,1,0
27565,8,0,5,1,0,0
27566,18,0,3,0,0,1
27567,14,0,4,0,0,1
27568,12,0,4,0,0,0
27569,14,0,0,0,1,0
27570,14,1,2,0,1,0
27571,18,1,2,0,1,0
27572,14,1,5,0,0,1
27573,14,0,4,0,1,0
27574,13,0,1,0,0,1
27575,8,0,0,0,0,1
27576,8,0,1,1,0,0
27577,14,0,3,0,0,0
27578,13,0,3,0,1,0
27579,19,1,2,0,0,0
27580,8,1,0,0,0,0
27581,19,0,1,0,1,0
27582,14,0,2,0,0,0
27583,17,0,5,0,1,0
27584,19,0,4,0,0,1
27585,14,0,3,0,0,0
27586,14,0,5,0,0,1
27587,13,0,2,1,0,0
27588,15,0,3,1,0,0
27589,14,0,2,0,1,0
27590,12,0,5,0,0,1
27591,8,0,4,0,1,0
27592,14,1,1,0,1,0
27593,13,1,4,0,1,0
27594,12,1,3,1,0,0
27595,13,0,5,1,0,0
27596,7,0,4,0,0,1
27597,14,0,2,0,0,1
27598,13,0,3,0,0,1
27599,14,0,1,1,0,0
27600,14,0,5,1,0,0
27601,9,0,0,0,1,0
27602,9,1,1,1,0,0
27603,13,1,2,0,1,0
27604,14,1,4,0,1,0
27605,14,0,5,0,0,0
27606,14,0,1,1,0,0
27607,14,0,0,0,1,0
